anime_id,rating,rating_description
12110,G,"All Ages"
12111,PG13,"Teens 13 or older"
12112,PG13,"Teens 13 or older"
12113,G,"All Ages"
12114,G,"All Ages"
12115,G,"All Ages"
12116,G,"All Ages"
12117,PG13,"Teens 13 or older"
12118,G,"All Ages"
12119,PG13,"Teens 13 or older"
12120,Rx,Hentai
12121,G,"All Ages"
12122,G,"All Ages"
12123,G,"All Ages"
12124,G,"All Ages"
12125,PG,Children
12126,PG13,"Teens 13 or older"
12127,PG13,"Teens 13 or older"
12128,PG13,"Teens 13 or older"
12129,PG13,"Teens 13 or older"
12130,PG13,"Teens 13 or older"
12131,PG13,"Teens 13 or older"
12132,PG13,"Teens 13 or older"
12133,PG13,"Teens 13 or older"
12134,PG13,"Teens 13 or older"
12135,PG13,"Teens 13 or older"
12136,G,"All Ages"
12137,G,"All Ages"
12138,R+,"Mild Nudity"
12139,G,"All Ages"
12140,G,"All Ages"
12141,R17+,"violence & profanity"
12142,G,"All Ages"
12143,G,"All Ages"
12144,G,"All Ages"
12145,G,"All Ages"
12146,G,"All Ages"
12147,PG13,"Teens 13 or older"
12148,G,"All Ages"
12149,G,"All Ages"
12150,G,"All Ages"
12151,G,"All Ages"
12152,G,"All Ages"
12153,G,"All Ages"
12154,G,"All Ages"
12155,G,"All Ages"
12156,G,"All Ages"
12157,PG13,"Teens 13 or older"
12158,PG13,"Teens 13 or older"
12159,PG,Children
12160,PG13,"Teens 13 or older"
12161,G,"All Ages"
12162,G,"All Ages"
12163,G,"All Ages"
12164,R17+,"violence & profanity"
12165,PG13,"Teens 13 or older"
12166,PG,Children
12167,PG13,"Teens 13 or older"
12168,G,"All Ages"
12169,PG13,"Teens 13 or older"
12170,G,"All Ages"
12171,G,"All Ages"
12172,G,"All Ages"
12173,G,"All Ages"
12174,G,"All Ages"
12175,G,"All Ages"
12176,G,"All Ages"
12177,G,"All Ages"
12178,PG,Children
12179,PG13,"Teens 13 or older"
12180,PG13,"Teens 13 or older"
12181,PG13,"Teens 13 or older"
12182,G,"All Ages"
12183,G,"All Ages"
12184,Rx,Hentai
12185,Rx,Hentai
12186,R17+,"violence & profanity"
