anime_id,episodes,aired,premiered
2526,4,Jun-2007,NULL
2527,12,Jul-2007,"Summer 2007"
2528,3,Jun-1998,NULL
2529,1,Aug-2007,NULL
2530,193,Jan-1963,"Winter 1963"
2531,65,Oct-1981,"Fall 1981"
2532,40,Oct-1993,"Fall 1993"
2533,1,Aug-1994,NULL
2534,1,Aug-2007,NULL
2535,6,Jun-2007,NULL
2536,1,Mar-1991,NULL
2537,3,Apr-1989,NULL
2538,1,Sep-1970,NULL
2539,1,Jan-2007,NULL
2540,39,Apr-1995,"Spring 1995"
2541,52,Apr-1993,"Spring 1993"
2542,1,Sep-2007,NULL
2543,1,Jul-1982,NULL
2544,1,Jul-1982,NULL
2545,24,Oct-1983,"Fall 1983"
2546,1,Apr-1945,NULL
2547,52,Oct-1998,"Fall 1998"
2548,1,Jul-2006,NULL
2549,1,Oct-2007,NULL
2550,25,Oct-1984,"Fall 1984"
2551,1,Jul-1984,NULL
2552,39,Apr-1994,"Spring 1994"
2553,26,Oct-2007,"Fall 2007"
2554,5,Mar-1994,NULL
2555,1,Sep-2001,NULL
2556,1,May-2002,NULL
2557,2,May-2003,NULL
2558,2,Jan-1999,NULL
2559,1,Feb-1988,NULL
2560,13,Oct-1998,"Fall 1998"
2561,2,Jan-1996,NULL
2562,26,Mar-1992,"Spring 1992"
2563,1,Jun-2007,NULL
2564,2,Aug-1992,NULL
2565,51,Apr-2006,"Spring 2006"
2566,24,Oct-2007,"Fall 2007"
2567,3,Nov-2002,NULL
2568,52,Jan-2004,"Winter 2004"
2569,1,Aug-1992,NULL
2570,1,Jun-2004,NULL
2571,1,Oct-1996,NULL
2572,1,Mar-1980,NULL
2573,3,Feb-2002,NULL
2574,25,Oct-2007,"Fall 2007"
2575,1,Jun-2001,NULL
2576,3,Jan-2002,NULL
2577,2,May-2007,NULL
2578,47,Mar-1981,"Spring 1981"
2579,115,Oct-1976,"Fall 1976"
2580,1,Mar-1978,NULL
2581,1,Jul-1978,NULL
2582,46,Feb-1992,"Winter 1992"
2583,50,Feb-1992,"Winter 1992"
2584,39,Apr-1985,"Spring 1985"
2585,170,Aug-1992,"Summer 1992"
2586,1,Dec-2005,NULL
2587,26,Oct-1977,"Fall 1977"
2588,39,Apr-1991,"Spring 1991"
2589,1,Jul-1969,NULL
2590,52,Apr-1989,"Spring 1989"
2591,52,Apr-1988,"Spring 1988"
2592,52,Apr-1987,"Spring 1987"
2593,44,Apr-1978,"Spring 1978"
2594,26,Apr-1996,"Spring 1996"
2595,41,Apr-1989,"Spring 1989"
2596,43,Dec-1989,"Winter 1990"
2597,39,Oct-1989,"Fall 1989"
2598,2,Oct-2002,NULL
2599,52,Apr-1997,"Spring 1997"
2600,45,Oct-1974,"Fall 1974"
2601,50,Jul-1999,"Summer 1999"
2602,52,Oct-1975,"Fall 1975"
2603,52,Oct-1986,"Fall 1986"
2604,45,Oct-1974,"Fall 1974"
2605,51,Oct-1977,"Fall 1977"
2606,23,Sep-1996,"Fall 1996"
2607,1,Mar-1970,NULL
2608,1,Mar-1980,NULL
2609,15,Jun-2007,NULL
2610,1,Mar-1965,NULL
2611,51,Jan-1993,"Winter 1993"
2612,49,Apr-1982,"Spring 1982"
2613,78,Apr-1974,"Spring 1974"
2614,2,Jan-1991,NULL
2615,3,Dec-1997,NULL
2616,2,Jul-1989,NULL
2617,1,Apr-1998,NULL
2618,2,Apr-2005,NULL
2619,1,Sep-2006,NULL
2620,1,Jul-2007,NULL
2621,1,Jul-2007,NULL
2622,1,Jul-1995,NULL
2623,4,Jan-2007,NULL
2624,2,Dec-2004,NULL
2625,2,Feb-2006,NULL
2626,2,Feb-2004,NULL
2627,2,Jul-2004,NULL
2628,3,Apr-2001,NULL
2629,2,Feb-1998,NULL
2630,4,Aug-2006,NULL
2631,2,Dec-2006,NULL
2632,1,Aug-2006,NULL
2633,1,Dec-2005,NULL
2634,1,Dec-2006,NULL
2635,2,Jun-2004,NULL
2636,3,Oct-2001,NULL
2637,2,Jul-2005,NULL
2638,1,Nov-1999,NULL
2639,2,Aug-2006,NULL
2640,1,Oct-1979,NULL
2641,3,Dec-1995,NULL
2642,26,Oct-1981,"Fall 1981"
2643,1,Feb-2007,NULL
2644,1,Jun-2006,NULL
2645,23,Oct-1997,"Fall 1997"
2646,1,Dec-2007,NULL
2647,1,Jul-2008,NULL
2648,1,Jul-2007,NULL
2649,52,Oct-1969,"Fall 1969"
2650,2,Feb-2000,NULL
2651,1,Oct-2001,NULL
2652,3,Jan-2005,NULL
2653,1,Nov-1992,NULL
2654,1,Aug-2007,NULL
2655,1,Dec-1999,NULL
2656,34,Feb-1988,"Winter 1988"
2657,25,Apr-2008,"Spring 2008"
2658,6,Jun-2007,NULL
2659,1,Jun-1988,NULL
2660,66,Oct-1999,"Fall 1999"
2661,7,Jul-2005,NULL
2662,6,Jul-2007,NULL
2663,63,Mar-1981,"Spring 1981"
2664,40,Jan-1992,"Winter 1992"
2665,1,Jul-1997,NULL
2666,47,Apr-1992,"Spring 1992"
2667,3,Oct-2002,NULL
2668,1,Mar-1980,NULL
2669,47,Oct-1980,"Fall 1980"
2670,1,Jul-1981,NULL
2671,51,Oct-2007,"Fall 2007"
2672,12,Oct-2007,"Fall 2007"
2673,13,Oct-2007,"Fall 2007"
2674,24,Oct-2007,"Fall 2007"
2675,1,Jan-2007,NULL
2676,14,Sep-2007,"Fall 2007"
2677,12,Oct-2007,"Fall 2007"
2678,24,Oct-2007,"Fall 2007"
2679,50,Jan-1983,"Winter 1983"
2680,51,Oct-2001,"Fall 2001"
2681,2,Jun-2003,NULL
2682,2,Mar-2003,NULL
2683,1,Dec-1993,NULL
2684,51,Apr-1989,"Spring 1989"
2685,1,Aug-2003,NULL
2686,13,Oct-2007,"Fall 2007"
2687,3,Jun-2002,NULL
2688,2,Jan-2003,NULL
2689,2,Feb-2005,NULL
2690,2,Jan-2003,NULL
2691,1,Jul-2000,NULL
2692,1,Jul-2001,NULL
2693,1,Dec-2006,NULL
2694,1,Sep-2005,NULL
2695,1,Apr-2009,NULL
2696,1,Apr-2003,NULL
2697,5,Dec-2006,NULL
2698,2,Jun-2004,NULL
2699,2,Feb-2004,NULL
2700,2,Dec-2006,NULL
2701,2,Mar-2004,NULL
2702,2,Jul-1994,NULL
2703,2,Feb-2006,NULL
2704,1,Mar-1999,NULL
2705,2,Jul-2000,NULL
2706,13,Oct-2007,"Fall 2007"
2707,13,Oct-2007,"Fall 2007"
2708,25,Oct-2007,"Fall 2007"
2709,13,Jan-2008,"Winter 2008"
2710,12,Aug-2007,NULL
2711,1,Oct-2007,NULL
2712,13,Oct-2007,"Fall 2007"
2713,5,Oct-2007,NULL
2714,1,Jul-1987,NULL
2715,1,Dec-1985,NULL
2716,1,Mar-1986,NULL
2717,3,Jul-1992,NULL
2718,13,Apr-2004,NULL
2719,2,Mar-1996,NULL
2720,50,Jan-1995,"Winter 1995"
2721,1,May-1992,NULL
2722,2,Jul-2003,NULL
2723,1,Mar-1987,NULL
2724,25,Oct-2007,"Fall 2007"
2725,26,Oct-2007,"Fall 2007"
2726,46,Oct-1983,"Fall 1983"
2727,5,Aug-2003,NULL
2728,2,Apr-2007,NULL
2729,1,Dec-2001,NULL
2730,1,Mar-2001,NULL
2731,13,Jan-2008,"Winter 2008"
2732,2,Aug-2007,NULL
2733,1,Dec-1986,NULL
2734,1,Dec-1987,NULL
2735,1,Aug-1987,NULL
2736,23,Oct-2007,"Fall 2007"
2737,11,Oct-2007,"Fall 2007"
2738,26,Oct-2007,"Fall 2007"
2739,1,Nov-2007,NULL
2740,2,Dec-2005,NULL
2741,1,Oct-1995,NULL
2742,330,Apr-2002,"Spring 2002"
2743,1,Jul-1994,NULL
2744,108,Jan-1977,"Winter 1977"
2745,105,Oct-1969,"Fall 1969"
2746,52,Apr-1996,"Spring 1996"
2747,2,Feb-2008,NULL
2748,68,Oct-2001,"Fall 2001"
2749,1,Feb-1988,NULL
2750,1,Dec-1992,NULL
2751,1,Dec-1993,NULL
2752,1,Jul-2007,NULL
2753,50,Mar-1984,"Spring 1984"
2754,47,Feb-1984,"Winter 1984"
2755,45,Mar-1985,"Spring 1985"
2756,119,Apr-1987,"Spring 1987"
2757,52,Apr-1967,"Spring 1967"
2758,2,Oct-1992,NULL
2759,2,Mar-1994,NULL
2760,1,Feb-2007,NULL
2761,3,Sep-2006,NULL
2762,1,Jul-2002,NULL
2763,1,Jul-2001,NULL
2764,1,Mar-2002,NULL
2765,2,Jan-2006,NULL
2766,35,Apr-1988,"Spring 1988"
2767,50,Apr-1995,"Spring 1995"
2768,1,Aug-1994,NULL
2769,1,Jun-1969,NULL
2770,2,Nov-2000,NULL
2771,1,Oct-2001,NULL
2772,1,Mar-1975,NULL
2773,52,Oct-1980,"Fall 1980"
2774,2,Oct-2002,NULL
2775,2,Mar-2004,NULL
2776,2,Nov-2004,NULL
2777,1,Nov-2007,NULL
2778,23,Oct-1986,"Fall 1986"
2779,39,Apr-1975,"Spring 1975"
2780,2,Feb-1999,NULL
2781,6,Nov-2005,NULL
2782,3,Feb-2003,NULL
2783,43,Oct-1985,"Fall 1985"
2784,4,Dec-1983,NULL
2785,7,Mar-1993,NULL
2786,2,May-2005,NULL
2787,2,Aug-1998,NULL
2788,5,Jul-1986,NULL
2789,3,Sep-1991,NULL
2790,1,Apr-2002,NULL
2791,1,Aug-1978,NULL
2792,1,Aug-1980,NULL
2793,1,Oct-2005,NULL
2794,1,Jul-1979,NULL
2795,1,Mar-1983,NULL
2796,52,Apr-2007,"Spring 2007"
2797,5,Dec-1994,NULL
2798,52,Apr-1982,"Spring 1982"
2799,3,Apr-1995,NULL
2800,103,Oct-1989,"Fall 1989"
2801,3,Jul-1994,NULL
2802,38,Oct-1985,"Fall 1985"
2803,1,Aug-2002,NULL
2804,58,Apr-1984,"Spring 1984"
2805,1,May-2001,NULL
2806,3,Oct-2007,NULL
2807,3,Nov-2007,NULL
2808,1,Jul-2009,NULL
2809,2,Dec-2007,NULL
2810,1,Aug-2008,NULL
2811,2,Dec-2007,NULL
2812,13,Apr-2008,"Spring 2008"
2813,12,Apr-2008,"Spring 2008"
2814,1,Feb-2002,NULL
2815,1,Nov-2001,NULL
2816,2,Dec-1993,NULL
2817,53,Jan-2003,"Winter 2003"
2818,26,Apr-1995,"Spring 1995"
2819,1,Jan-1993,NULL
2820,51,Oct-2003,"Fall 2003"
2821,2,Apr-2007,NULL
2822,26,Oct-2001,"Fall 2001"
2823,1,Sep-2004,NULL
2824,2,Jun-2003,NULL
2825,2,Jun-2004,NULL
2826,4,Oct-1999,NULL
2827,52,Oct-1992,"Fall 1992"
2828,1,Oct-2007,NULL
2829,6,Feb-2006,"Winter 2006"
2830,2,Jul-2006,NULL
2831,52,Jan-1999,"Winter 1999"
2832,1,Dec-1986,NULL
2833,25,Oct-1989,"Fall 1989"
2834,1,Mar-1985,NULL
2835,3,Sep-2007,NULL
2836,34,Oct-1982,"Fall 1982"
2837,1,Jul-1986,NULL
2838,49,Apr-1968,"Spring 1968"
2839,94,Sep-1980,"Fall 1980"
2840,47,Oct-1984,"Fall 1984"
2841,26,Nov-1992,"Fall 1992"
2842,1,Feb-1988,NULL
2843,46,May-1982,"Spring 1982"
2844,109,Apr-1980,"Spring 1980"
2845,1,Jul-2006,NULL
2846,1,Mar-2001,NULL
2847,13,Jan-2007,"Winter 2007"
2848,1,Jul-1999,NULL
2849,26,May-2001,"Spring 2001"
2850,1,Dec-1992,NULL
2851,1,Jul-1978,NULL
2852,3,Oct-1994,NULL
2853,1,Apr-1992,NULL
2854,4,Jan-2005,NULL
2855,95,Jul-1982,"Summer 1982"
2856,2,Jul-2003,NULL
2857,49,Jan-1984,"Winter 1984"
2858,13,Oct-2007,"Fall 2007"
2859,2,Oct-2007,NULL
2860,12,Dec-2007,"Winter 2008"
2861,6,Aug-2008,NULL
2862,2,Oct-2005,NULL
2863,2,Sep-2007,NULL
2864,1,Aug-1979,NULL
2865,26,Apr-1998,"Spring 1998"
2866,1,Apr-1989,NULL
2867,52,Oct-1983,"Fall 1983"
2868,5,Mar-2004,"Spring 2004"
2869,1,Jul-1987,NULL
2870,26,Oct-1997,"Fall 1997"
2871,1,Mar-1981,NULL
2872,1,Sep-2003,NULL
2873,1,Nov-1986,NULL
2874,52,Oct-2002,"Fall 2002"
2875,26,Feb-1991,"Winter 1991"
2876,30,Oct-1977,"Fall 1977"
2877,39,Jan-1994,"Winter 1994"
2878,26,Jul-1983,"Summer 1983"
2879,26,Oct-1993,"Fall 1993"
2880,1,Dec-1990,NULL
2881,37,Oct-1987,"Fall 1987"
2882,2,Dec-2007,NULL
2883,2,Jun-1995,NULL
2884,35,Jul-1980,"Summer 1980"
2885,1,Sep-1988,NULL
2886,1,Nov-2003,NULL
2887,2,Apr-1999,NULL
2888,1,Oct-2007,NULL
2889,1,Jun-1973,NULL
2890,1,Sep-2007,NULL
2891,1,Jun-2007,NULL
2892,1,Sep-2007,NULL
2893,13,Jan-2008,"Winter 2008"
2894,26,Jan-2008,"Winter 2008"
2895,1,Dec-2007,NULL
2896,13,Jan-2008,"Winter 2008"
2897,13,Jan-2008,"Winter 2008"
2898,12,Apr-2008,"Spring 2008"
2899,13,Jan-2008,"Winter 2008"
2900,2,Aug-1999,NULL
2901,1,Apr-2007,NULL
2902,13,Feb-1993,NULL
2903,38,Aug-1984,NULL
2904,13,Nov-2007,"Fall 2007"
2905,2,Nov-2007,NULL
2906,1,Sep-2001,NULL
2907,5,Aug-2007,NULL
2908,2,Aug-2005,NULL
2909,50,Oct-2007,"Fall 2007"
2910,1,Jul-1983,NULL
2911,3,Mar-2000,NULL
2912,12,Oct-2007,NULL
2913,1,Sep-1987,NULL
2914,9,Feb-1988,"Winter 1988"
2915,8,Jul-1988,"Summer 1988"
2916,3,Dec-2002,NULL
2917,1,Dec-2003,NULL
2918,4,Oct-2003,NULL
2919,3,Feb-2008,NULL
2920,1,Mar-2008,NULL
2921,13,Oct-2005,"Fall 2005"
2922,39,Apr-2002,"Spring 2002"
2923,137,Apr-1983,"Spring 1983"
2924,1,Jul-1984,NULL
2925,1,Dec-1984,NULL
2926,1,Mar-1985,NULL
2927,1,Jul-1985,NULL
2928,1,Dec-1985,NULL
2929,1,Mar-1986,NULL
2930,1,Dec-1986,NULL
2931,1,Jul-1984,NULL
2932,46,Oct-1991,"Fall 1991"
2933,94,Jan-1969,"Winter 1969"
2934,2,May-2006,NULL
2935,1,Dec-2004,NULL
2936,15,Jun-1905,NULL
2937,23,Oct-2001,"Fall 2001"
2938,6,Sep-2007,NULL
2939,35,Mar-1977,"Spring 1977"
2940,60,Jan-2008,"Winter 2008"
2941,13,Jan-2008,"Winter 2008"
2942,10,Jan-2008,"Winter 2008"
2943,12,Jan-2008,"Winter 2008"
2944,6,Mar-2001,NULL
2945,4,Aug-2000,NULL
2946,3,Jul-2007,NULL
2947,4,Apr-2002,NULL
2948,40,Jun-1978,"Summer 1978"
2949,1,Nov-1989,NULL
2950,2,May-2005,NULL
2951,3,Aug-2003,NULL
2952,1,May-2003,NULL
2953,74,Nov-1997,"Fall 1997"
2954,52,Apr-1994,"Spring 1994"
2955,37,Apr-1991,"Spring 1991"
2956,77,Jan-1986,"Winter 1986"
2957,4,Dec-2007,NULL
2958,1,Mar-1988,NULL
2959,24,Apr-2008,"Spring 2008"
2960,1,Mar-2008,NULL
2961,3,Aug-2004,NULL
2962,48,Feb-1990,"Winter 1990"
2963,1,Oct-2007,NULL
2964,26,Apr-1984,"Spring 1984"
2965,1,Mar-2008,NULL
2966,5,Jan-2003,NULL
2967,35,May-1983,"Spring 1983"
2968,2,Feb-2007,NULL
2969,42,Jun-1978,"Summer 1978"
2970,1,May-2005,NULL
2971,6,Feb-2008,"Winter 2008"
2972,30,Oct-1992,"Fall 1992"
2973,24,Oct-2009,"Fall 2009"
2974,4,Apr-2004,NULL
2975,1,Feb-2008,NULL
2976,2,Apr-2008,NULL
2977,39,Jul-2002,"Summer 2002"
2978,109,Dec-1966,"Winter 1967"
2979,12,Apr-2008,"Spring 2008"
2980,13,Apr-2008,"Spring 2008"
2981,26,Apr-1976,"Spring 1976"
2982,1,Mar-2007,NULL
2983,26,Apr-2008,"Spring 2008"
2984,26,Jan-2008,"Winter 2008"
2985,1,Apr-2007,NULL
2986,20,Oct-2000,"Fall 2000"
2987,2,Feb-2000,NULL
2988,24,Feb-1998,NULL
2989,6,Nov-2006,"Fall 2006"
2990,2,Jan-2008,NULL
2991,2,Mar-2001,NULL
2992,5,Nov-2001,NULL
2993,3,Mar-2004,NULL
2994,2,Aug-2001,NULL
2995,10,Feb-2003,NULL
2996,2,Jun-2001,NULL
2997,1,Jun-1997,NULL
2998,3,Jan-2002,NULL
2999,3,May-2002,NULL
3000,72,Apr-1974,"Spring 1974"
3001,3,Mar-2008,"Winter 2008"
3002,3,Apr-2008,NULL
3003,95,Oct-1981,"Fall 1981"
3004,1,Mar-2007,NULL
3005,2,Sep-2000,NULL
3006,1,Nov-1985,NULL
3007,3,Nov-1997,NULL
3008,2,Sep-1996,NULL
3009,64,Oct-1981,"Fall 1981"
3010,3,Feb-2006,NULL
3011,1,Oct-2003,NULL
3012,2,Feb-2005,NULL
3013,9,Jul-2007,NULL
3014,24,Apr-2008,"Spring 2008"
3015,9,Nov-2007,NULL
3016,2,Sep-2001,NULL
3017,78,Apr-2006,"Spring 2006"
3018,4,Dec-2007,NULL
3019,50,Oct-1993,"Fall 1993"
3020,2,Sep-2007,NULL
3021,12,Jan-2008,"Winter 2008"
3022,1,Dec-1995,NULL
3023,2,Jun-2006,NULL
3024,52,Jan-2008,"Winter 2008"
3025,25,Jan-1996,"Winter 1996"
3026,4,Mar-2000,NULL
3027,1,Mar-1997,NULL
3028,1,Oct-2003,NULL
3029,2,Sep-2007,NULL
3030,51,Oct-1997,"Fall 1997"
3031,32,Apr-1986,"Spring 1986"
3032,130,Apr-1985,"Spring 1985"
3033,26,Dec-1977,"Winter 1978"
3034,127,Apr-1983,"Spring 1983"
3035,99,Oct-1987,"Fall 1987"
3036,49,Oct-1991,"Fall 1991"
3037,2,Oct-2003,NULL
3038,2,Aug-1996,NULL
3039,50,Apr-1979,"Spring 1979"
3040,1,Oct-2008,NULL
3041,1,Jul-2007,NULL
3042,4,Dec-1990,NULL
3043,4,Nov-2005,NULL
3044,26,Oct-1992,"Fall 1992"
3045,3,Dec-2002,NULL
3046,3,May-2000,NULL
3047,26,Apr-2008,"Spring 2008"
3048,1,Nov-2007,NULL
3049,13,Apr-2008,"Spring 2008"
3050,65,Dec-2000,"Winter 2001"
3051,26,Oct-1986,"Fall 1986"
3052,4,Oct-1992,NULL
3053,1,May-1993,NULL
3054,1,Feb-2000,NULL
3055,12,Oct-2008,"Fall 2008"
3056,1,Sep-2005,NULL
3057,1,Oct-2005,NULL
3058,12,Jul-2008,"Summer 2008"
3059,7,Apr-2004,NULL
3060,6,Oct-2004,NULL
3061,24,Apr-2008,"Spring 2008"
3062,1,Nov-1966,NULL
3063,1,Oct-1968,NULL
3064,1,Aug-1987,NULL
3065,1,Aug-1987,NULL
3066,2,Feb-2006,NULL
3067,4,Feb-2007,NULL
3068,1,Jul-1986,NULL
3069,1,Jul-1976,NULL
3070,2,Mar-1988,NULL
3071,1,Dec-1988,NULL
3072,1,Jun-1992,NULL
3073,26,Sep-2004,NULL
3074,47,Jan-1993,"Winter 1993"
3075,1,Dec-1987,NULL
3076,1,Mar-2002,NULL
3077,21,Nov-2007,"Fall 2007"
3078,1,Oct-2003,NULL
3079,1,May-2004,NULL
3080,1,Jul-2006,NULL
3081,5,Nov-1998,NULL
3082,26,Jan-2008,"Winter 2008"
3083,13,Jan-2008,"Winter 2008"
3084,12,Apr-2008,"Spring 2008"
3085,48,Feb-1996,"Winter 1996"
3086,1,Jan-2002,NULL
3087,1,May-1999,NULL
3088,7,Jul-2007,NULL
3089,1,Jun-1989,NULL
3090,1,Aug-1990,NULL
3091,1,Sep-1994,NULL
3092,2,Oct-1994,NULL
3093,12,Jan-2008,"Winter 2008"
3094,6,Mar-2008,NULL
3095,5,Oct-2002,NULL
3096,9,May-2006,NULL
3097,1,May-1993,NULL
3098,13,Jan-2003,"Winter 2003"
3099,1,Mar-1984,NULL
3100,1,Jan-1995,NULL
3101,2,Jan-1997,NULL
3102,2,Mar-2003,NULL
3103,2,Aug-2001,NULL
3104,2,Aug-1997,NULL
3105,1,Oct-2004,NULL
3106,1,Nov-2004,NULL
3107,2,Oct-2002,NULL
3108,2,Jul-1994,NULL
3109,13,Dec-2006,NULL
3110,2,Feb-2001,NULL
3111,2,Feb-2006,NULL
3112,3,Jan-2003,NULL
3113,2,Oct-2001,NULL
3114,1,Mar-2001,NULL
3115,1,Nov-1998,NULL
3116,1,Feb-1999,NULL
3117,3,Jul-1999,NULL
3118,373,Jun-1996,"Summer 1996"
3119,1,Nov-1985,NULL
3120,1,Dec-2003,NULL
3121,26,Apr-2008,"Spring 2008"
3122,61,Mar-1996,"Spring 1996"
3123,2,Oct-1995,NULL
3124,2,Jul-1986,NULL
3125,1,Sep-2004,NULL
3126,2,Dec-2005,NULL
3127,4,Jul-1994,NULL
3128,12,Jan-2006,NULL
3129,1,Aug-2002,NULL
3130,52,Apr-2001,"Spring 2001"
3131,1,Oct-1997,NULL
3132,1,Jan-1998,NULL
3133,1,Jun-1998,NULL
3134,1,Dec-1991,NULL
3135,1,Jan-2003,NULL
3136,1,Oct-2000,NULL
3137,30,Jul-1996,"Summer 1996"
3138,4,May-1995,NULL
3139,1,Jan-2006,NULL
3140,34,Jan-1997,"Winter 1997"
3141,25,Apr-2008,"Spring 2008"
3142,40,Jan-2008,"Winter 2008"
3143,2,Oct-2008,NULL
3144,1,Feb-2008,NULL
3145,49,Feb-2007,"Winter 2007"
3146,26,Apr-2008,"Spring 2008"
3147,3,Sep-2002,NULL
3148,51,Apr-1974,"Spring 1974"
3149,2,Jul-2006,NULL
3150,2,Jun-2005,NULL
3151,1,Jul-2004,NULL
3152,1,Apr-2000,NULL
3153,1,Jul-1997,NULL
3154,3,Nov-1997,NULL
3155,3,Feb-2001,NULL
3156,51,Apr-2008,"Spring 2008"
3157,3,Jun-2009,NULL
3158,26,Apr-2009,"Spring 2009"
3159,3,Apr-1988,NULL
3160,1,May-1990,NULL
3161,1,Nov-1993,NULL
3162,2,May-1994,NULL
3163,3,May-1987,NULL
3164,1,Mar-1998,NULL
3165,1,Feb-2007,NULL
3166,13,Jul-2008,"Summer 2008"
3167,2,Aug-1992,NULL
3168,52,Mar-1982,"Spring 1982"
3169,12,Apr-2008,"Spring 2008"
3170,13,Jul-2008,"Summer 2008"
3171,13,Apr-2008,"Spring 2008"
3172,12,Apr-2008,"Spring 2008"
3173,4,Dec-2007,NULL
3174,39,Apr-1983,"Spring 1983"
3175,14,Jan-1995,NULL
3176,4,Dec-2007,NULL
3177,26,Jun-1905,NULL
3178,1,Dec-1987,NULL
3179,4,Apr-1996,NULL
3180,13,Apr-2008,"Spring 2008"
3181,2,Aug-2002,NULL
3182,25,Oct-1973,"Fall 1973"
3183,39,Apr-1989,"Spring 1989"
3184,1,Oct-1990,NULL
3185,1,Aug-1996,NULL
3186,2,Oct-2007,NULL
3187,52,Apr-2003,"Spring 2003"
3188,52,Feb-2004,"Winter 2004"
3189,1,Dec-1994,NULL
3190,1,Dec-1991,NULL
3191,3,Apr-2008,NULL
3192,4,Mar-2008,NULL
3193,1,Jul-1985,NULL
3194,3,Dec-1984,NULL
3195,1,Jun-1995,NULL
3196,1,Sep-2005,NULL
3197,2,Sep-1998,NULL
3198,1,Jan-1985,NULL
3199,5,Feb-2009,NULL
3200,24,Oct-2008,"Fall 2008"
3201,12,Oct-2008,"Fall 2008"
3202,26,Apr-2008,"Spring 2008"
3203,24,Apr-2008,"Spring 2008"
3204,1,Mar-2006,NULL
3205,25,Mar-1986,"Spring 1986"
3206,1,Apr-1992,NULL
3207,28,Dec-1999,NULL
3208,12,Jul-2008,"Summer 2008"
3209,26,Jun-2008,"Summer 2008"
3210,1,Mar-2005,NULL
3211,25,Oct-1983,"Fall 1983"
3212,1,Sep-1985,NULL
3213,50,Apr-1994,"Spring 1994"
3214,22,Apr-2008,"Spring 2008"
3215,1,Jan-2008,NULL
3216,1,Aug-1982,NULL
3217,47,Jul-1986,"Summer 1986"
3218,3,Jan-2008,NULL
3219,2,Feb-2008,NULL
3220,2,Apr-2005,NULL
3221,300,Jan-1971,"Winter 1971"
3222,1,Jun-1905,NULL
3223,1,Dec-1998,NULL
3224,2,Sep-2007,NULL
3225,31,Jul-1998,"Summer 1998"
3226,21,Feb-1999,"Winter 1999"
3227,29,Nov-1991,"Fall 1991"
3228,48,Feb-2008,"Winter 2008"
3229,1,Jun-2005,NULL
3230,12,Apr-2008,"Spring 2008"
3231,12,Aug-2008,NULL
3232,52,Jan-2008,"Winter 2008"
3233,3,Oct-2001,NULL
3234,2,Apr-2006,NULL
3235,4,Nov-2007,NULL
3236,11,Jan-2008,"Winter 2008"
3237,2,Aug-2007,NULL
3238,12,Jul-2008,"Summer 2008"
3239,26,Oct-2008,"Fall 2008"
3240,1,Jul-1974,NULL
3241,26,Apr-1984,"Spring 1984"
3242,26,Apr-2005,"Spring 2005"
3243,1,Jul-1992,NULL
3244,1,Mar-1980,NULL
3245,2,Feb-2005,NULL
3246,1,Dec-2005,NULL
3247,25,Apr-2008,"Spring 2008"
3248,3,Dec-1998,NULL
3249,6,Aug-1993,NULL
3250,30,Apr-2001,"Spring 2001"
3251,13,Jun-1905,NULL
3252,13,Oct-2007,"Fall 2007"
3253,1,May-1905,NULL
3254,1,Apr-2002,NULL
3255,1,Apr-1994,NULL
3256,2,Oct-2006,NULL
3257,13,Jan-2009,"Winter 2009"
3258,1,Mar-1980,NULL
3259,1,Mar-1976,NULL
3260,50,Mar-1984,"Spring 1984"
3261,1,Mar-1978,NULL
3262,1,Mar-1982,NULL
3263,1,Mar-1973,NULL
3264,1,Jan-2008,NULL
3265,1,Mar-1987,NULL
3266,26,Oct-1981,"Fall 1981"
3267,1,Sep-1989,NULL
3268,1,Dec-1990,NULL
3269,3,Oct-1993,NULL
3270,39,Nov-1990,"Fall 1990"
3271,13,Jul-2005,"Summer 2005"
3272,13,Jan-2006,"Winter 2006"
3273,5,Nov-2005,NULL
3274,25,Oct-2003,"Fall 2003"
3275,50,Apr-2001,"Spring 2001"
3276,2,Jul-1991,NULL
3277,1,Dec-2007,NULL
3278,1,Feb-2008,NULL
3279,1,Jul-2009,NULL
3280,1,Nov-2012,NULL
3281,1,NULL,NULL
3282,1,Jun-1986,NULL
3283,1,Mar-2007,NULL
3284,2,Dec-2006,NULL
3285,3,Jul-2006,NULL
3286,1,Jan-1980,NULL
3287,44,Sep-1977,"Fall 1977"
3288,1,Aug-1980,NULL
3289,2,Oct-2003,NULL
3290,2,Aug-2008,NULL
3291,69,Oct-1982,"Fall 1982"
3292,20,Apr-1985,"Spring 1985"
3293,36,Sep-1984,"Fall 1984"
3294,52,Apr-1994,"Spring 1994"
3295,26,Jan-1980,"Winter 1980"
3296,35,Jul-1978,"Summer 1978"
3297,26,Oct-1985,"Fall 1985"
3298,1,Dec-1991,NULL
3299,1,Apr-1996,NULL
3300,1,Jun-2000,NULL
3301,1,Sep-2005,NULL
3302,26,Apr-1971,"Spring 1971"
3303,1,May-2005,NULL
3304,1,May-2004,NULL
3305,26,Oct-1975,"Fall 1975"
3306,26,Oct-1976,"Fall 1976"
3307,1,Aug-2002,NULL
3308,163,Oct-1976,"Fall 1976"
3309,1,Oct-2001,NULL
3310,28,Sep-1977,"Fall 1977"
3311,1,Apr-1979,NULL
3312,1,Aug-1995,NULL
3313,1,Nov-2005,NULL
3314,2,Jun-2007,NULL
